"query","intent","entities"
"solutions for BIO205","find_general_materials","[('BIO205', 'course'), ('solutions', 'content_type')]"
"January 2023 slides","find_general_materials","[('slides', 'content_type')]"
"readings for PHYS301","find_general_materials","[('PHYS301', 'course'), ('readings', 'content_type')]"
"CS101 exams week 10","find_lecture_materials","[('CS101', 'course'), ('10', 'week'), ('exams', 'content_type')]"
"solutions for CHEM102","find_general_materials","[('CHEM102', 'course'), ('solutions', 'content_type')]"
"April 2021 slides","find_general_materials","[('slides', 'content_type')]"
"Week 5 readings Prof. Lee","find_lecture_materials","[('Prof. Lee', 'professor'), ('5', 'week'), ('readings', 'content_type')]"
"Dr. Johnson MATH202 week 11 readings","find_lecture_materials","[('Dr. Johnson', 'professor'), ('MATH202', 'course'), ('11', 'week'), ('readings', 'content_type')]"
"slides for BIO205","find_general_materials","[('BIO205', 'course'), ('slides', 'content_type')]"
"Prof. Lee CHEM102 week 2 readings","find_lecture_materials","[('Prof. Lee', 'professor'), ('CHEM102', 'course'), ('2', 'week'), ('readings', 'content_type')]"
"Dr. Johnson assignments 2023","find_general_materials","[('Dr. Johnson', 'professor'), ('assignments', 'content_type')]"
"Dr. Amoako CHEM102 lecture notes","find_general_materials","[('Dr. Amoako', 'professor'), ('CHEM102', 'course'), ('lecture notes', 'content_type')]"
"Dr. Amoako CHEM102 solutions","find_general_materials","[('Dr. Amoako', 'professor'), ('CHEM102', 'course'), ('solutions', 'content_type')]"
"March 2022 exams","find_general_materials","[('exams', 'content_type')]"
"Prof. Lee BIO205 slides","find_general_materials","[('Prof. Lee', 'professor'), ('BIO205', 'course'), ('slides', 'content_type')]"
"Week 1 solutions Dr. Amoako","find_lecture_materials","[('Dr. Amoako', 'professor'), ('1', 'week'), ('solutions', 'content_type')]"
"Dr. Garcia exams 2022","find_general_materials","[('Dr. Garcia', 'professor'), ('exams', 'content_type')]"
"BIO205 assignments week 12","find_lecture_materials","[('BIO205', 'course'), ('12', 'week'), ('assignments', 'content_type')]"
"September 2022 assignments","find_general_materials","[('assignments', 'content_type')]"
"Dr. Amoako CHEM102 week 12 slides","find_lecture_materials","[('Dr. Amoako', 'professor'), ('CHEM102', 'course'), ('12', 'week'), ('slides', 'content_type')]"
"Week 4 solutions Dr. Johnson","find_lecture_materials","[('Dr. Johnson', 'professor'), ('4', 'week'), ('solutions', 'content_type')]"
"Week 10 exams Dr. Garcia","find_lecture_materials","[('Dr. Garcia', 'professor'), ('10', 'week'), ('exams', 'content_type')]"
"Week 9 lecture notes Dr. Garcia","find_lecture_materials","[('Dr. Garcia', 'professor'), ('9', 'week'), ('lecture notes', 'content_type')]"
"BIO205 exams week 4","find_lecture_materials","[('BIO205', 'course'), ('4', 'week'), ('exams', 'content_type')]"
"assignments for PHYS301","find_assignments","[('PHYS301', 'course'), ('assignments', 'content_type')]"
"Dr. Garcia CHEM102 week 3 solutions","find_lecture_materials","[('Dr. Garcia', 'professor'), ('CHEM102', 'course'), ('3', 'week'), ('solutions', 'content_type')]"
"Dr. Amoako BIO205 week 5 slides","find_lecture_materials","[('Dr. Amoako', 'professor'), ('BIO205', 'course'), ('5', 'week'), ('slides', 'content_type')]"
"BIO205 exams week 6","find_lecture_materials","[('BIO205', 'course'), ('6', 'week'), ('exams', 'content_type')]"
"Dr. Amoako MATH202 slides","find_general_materials","[('Dr. Amoako', 'professor'), ('MATH202', 'course'), ('slides', 'content_type')]"
"Prof. Smith MATH202 week 8 readings","find_lecture_materials","[('Prof. Smith', 'professor'), ('MATH202', 'course'), ('8', 'week'), ('readings', 'content_type')]"
"Dr. Amoako exams 2022","find_general_materials","[('Dr. Amoako', 'professor'), ('exams', 'content_type')]"
"assignments for CHEM102","find_assignments","[('CHEM102', 'course'), ('assignments', 'content_type')]"
"Dr. Garcia PHYS301 week 4 slides","find_lecture_materials","[('Dr. Garcia', 'professor'), ('PHYS301', 'course'), ('4', 'week'), ('slides', 'content_type')]"
"Dr. Johnson MATH202 week 2 solutions","find_lecture_materials","[('Dr. Johnson', 'professor'), ('MATH202', 'course'), ('2', 'week'), ('solutions', 'content_type')]"
"Dr. Garcia CS101 lecture notes","find_general_materials","[('Dr. Garcia', 'professor'), ('CS101', 'course'), ('lecture notes', 'content_type')]"
"Week 1 lecture notes Dr. Johnson","find_lecture_materials","[('Dr. Johnson', 'professor'), ('1', 'week'), ('lecture notes', 'content_type')]"
"Week 6 lecture notes Prof. Lee","find_lecture_materials","[('Prof. Lee', 'professor'), ('6', 'week'), ('lecture notes', 'content_type')]"
"Week 3 solutions Prof. Smith","find_lecture_materials","[('Prof. Smith', 'professor'), ('3', 'week'), ('solutions', 'content_type')]"
"MATH202 slides week 7","find_lecture_materials","[('MATH202', 'course'), ('7', 'week'), ('slides', 'content_type')]"
"Prof. Lee CS101 assignments","find_assignments","[('Prof. Lee', 'professor'), ('CS101', 'course'), ('assignments', 'content_type')]"
"MATH202 exams week 8","find_lecture_materials","[('MATH202', 'course'), ('8', 'week'), ('exams', 'content_type')]"
"slides for MATH202","find_general_materials","[('MATH202', 'course'), ('slides', 'content_type')]"
"solutions for CS101","find_general_materials","[('CS101', 'course'), ('solutions', 'content_type')]"
"Week 7 assignments Prof. Lee","find_lecture_materials","[('Prof. Lee', 'professor'), ('7', 'week'), ('assignments', 'content_type')]"
"Week 11 solutions Dr. Amoako","find_lecture_materials","[('Dr. Amoako', 'professor'), ('11', 'week'), ('solutions', 'content_type')]"
"PHYS301 assignments week 5","find_lecture_materials","[('PHYS301', 'course'), ('5', 'week'), ('assignments', 'content_type')]"
"Dr. Garcia MATH202 week 8 lecture notes","find_lecture_materials","[('Dr. Garcia', 'professor'), ('MATH202', 'course'), ('8', 'week'), ('lecture notes', 'content_type')]"
"Dr. Amoako CS101 readings","find_general_materials","[('Dr. Amoako', 'professor'), ('CS101', 'course'), ('readings', 'content_type')]"
"Prof. Lee slides 2023","find_general_materials","[('Prof. Lee', 'professor'), ('slides', 'content_type')]"
"January 2023 slides","find_general_materials","[('slides', 'content_type')]"
"Prof. Lee assignments 2021","find_general_materials","[('Prof. Lee', 'professor'), ('assignments', 'content_type')]"
"Dr. Amoako CS101 solutions","find_general_materials","[('Dr. Amoako', 'professor'), ('CS101', 'course'), ('solutions', 'content_type')]"
"Dr. Amoako CHEM102 week 9 lecture notes","find_lecture_materials","[('Dr. Amoako', 'professor'), ('CHEM102', 'course'), ('9', 'week'), ('lecture notes', 'content_type')]"
"Prof. Smith readings 2021","find_general_materials","[('Prof. Smith', 'professor'), ('readings', 'content_type')]"
"BIO205 lecture notes week 8","find_lecture_materials","[('BIO205', 'course'), ('8', 'week'), ('lecture notes', 'content_type')]"
"readings for MATH202","find_general_materials","[('MATH202', 'course'), ('readings', 'content_type')]"
"lecture notes for BIO205","find_general_materials","[('BIO205', 'course'), ('lecture notes', 'content_type')]"
"Dr. Amoako CHEM102 week 8 assignments","find_lecture_materials","[('Dr. Amoako', 'professor'), ('CHEM102', 'course'), ('8', 'week'), ('assignments', 'content_type')]"
"Dr. Johnson PHYS301 week 11 solutions","find_lecture_materials","[('Dr. Johnson', 'professor'), ('PHYS301', 'course'), ('11', 'week'), ('solutions', 'content_type')]"
"Week 7 assignments Dr. Amoako","find_lecture_materials","[('Dr. Amoako', 'professor'), ('7', 'week'), ('assignments', 'content_type')]"
"October 2023 exams","find_general_materials","[('exams', 'content_type')]"
"Dr. Amoako BIO205 week 9 lecture notes","find_lecture_materials","[('Dr. Amoako', 'professor'), ('BIO205', 'course'), ('9', 'week'), ('lecture notes', 'content_type')]"
"Dr. Johnson MATH202 readings","find_general_materials","[('Dr. Johnson', 'professor'), ('MATH202', 'course'), ('readings', 'content_type')]"
"Week 2 solutions Prof. Lee","find_lecture_materials","[('Prof. Lee', 'professor'), ('2', 'week'), ('solutions', 'content_type')]"
"CS101 exams week 7","find_lecture_materials","[('CS101', 'course'), ('7', 'week'), ('exams', 'content_type')]"
"Dr. Johnson CS101 week 10 exams","find_lecture_materials","[('Dr. Johnson', 'professor'), ('CS101', 'course'), ('10', 'week'), ('exams', 'content_type')]"
"Dr. Garcia assignments 2022","find_general_materials","[('Dr. Garcia', 'professor'), ('assignments', 'content_type')]"
"Dr. Garcia BIO205 exams","find_exam_materials","[('Dr. Garcia', 'professor'), ('BIO205', 'course'), ('exams', 'content_type')]"
"Prof. Lee readings 2023","find_general_materials","[('Prof. Lee', 'professor'), ('readings', 'content_type')]"
"BIO205 solutions week 3","find_lecture_materials","[('BIO205', 'course'), ('3', 'week'), ('solutions', 'content_type')]"
"Week 5 slides Dr. Johnson","find_lecture_materials","[('Dr. Johnson', 'professor'), ('5', 'week'), ('slides', 'content_type')]"
"slides for BIO205","find_general_materials","[('BIO205', 'course'), ('slides', 'content_type')]"
"Week 5 solutions Prof. Smith","find_lecture_materials","[('Prof. Smith', 'professor'), ('5', 'week'), ('solutions', 'content_type')]"
"January 2021 slides","find_general_materials","[('slides', 'content_type')]"
"January 2023 assignments","find_general_materials","[('assignments', 'content_type')]"
"Prof. Lee BIO205 week 12 exams","find_lecture_materials","[('Prof. Lee', 'professor'), ('BIO205', 'course'), ('12', 'week'), ('exams', 'content_type')]"
"Dr. Johnson slides 2023","find_general_materials","[('Dr. Johnson', 'professor'), ('slides', 'content_type')]"
"Week 2 slides Dr. Amoako","find_lecture_materials","[('Dr. Amoako', 'professor'), ('2', 'week'), ('slides', 'content_type')]"
"BIO205 lecture notes week 5","find_lecture_materials","[('BIO205', 'course'), ('5', 'week'), ('lecture notes', 'content_type')]"
"CHEM102 exams week 12","find_lecture_materials","[('CHEM102', 'course'), ('12', 'week'), ('exams', 'content_type')]"
"solutions for MATH202","find_general_materials","[('MATH202', 'course'), ('solutions', 'content_type')]"
"assignments for PHYS301","find_assignments","[('PHYS301', 'course'), ('assignments', 'content_type')]"
"Week 6 exams Prof. Lee","find_lecture_materials","[('Prof. Lee', 'professor'), ('6', 'week'), ('exams', 'content_type')]"
"Dr. Johnson assignments 2023","find_general_materials","[('Dr. Johnson', 'professor'), ('assignments', 'content_type')]"
"BIO205 readings week 5","find_lecture_materials","[('BIO205', 'course'), ('5', 'week'), ('readings', 'content_type')]"
"Prof. Smith CHEM102 lecture notes","find_general_materials","[('Prof. Smith', 'professor'), ('CHEM102', 'course'), ('lecture notes', 'content_type')]"
"BIO205 slides week 2","find_lecture_materials","[('BIO205', 'course'), ('2', 'week'), ('slides', 'content_type')]"
"Week 4 readings Dr. Amoako","find_lecture_materials","[('Dr. Amoako', 'professor'), ('4', 'week'), ('readings', 'content_type')]"
"Prof. Smith CS101 readings","find_general_materials","[('Prof. Smith', 'professor'), ('CS101', 'course'), ('readings', 'content_type')]"
"Week 4 slides Prof. Lee","find_lecture_materials","[('Prof. Lee', 'professor'), ('4', 'week'), ('slides', 'content_type')]"
"CS101 assignments week 6","find_lecture_materials","[('CS101', 'course'), ('6', 'week'), ('assignments', 'content_type')]"
"Prof. Smith solutions 2021","find_general_materials","[('Prof. Smith', 'professor'), ('solutions', 'content_type')]"
"Week 12 solutions Dr. Johnson","find_lecture_materials","[('Dr. Johnson', 'professor'), ('12', 'week'), ('solutions', 'content_type')]"
"BIO205 slides week 9","find_lecture_materials","[('BIO205', 'course'), ('9', 'week'), ('slides', 'content_type')]"
"September 2023 slides","find_general_materials","[('slides', 'content_type')]"
"October 2023 solutions","find_general_materials","[('solutions', 'content_type')]"
"April 2021 exams","find_general_materials","[('exams', 'content_type')]"
"Dr. Garcia BIO205 week 6 exams","find_lecture_materials","[('Dr. Garcia', 'professor'), ('BIO205', 'course'), ('6', 'week'), ('exams', 'content_type')]"
"Dr. Johnson MATH202 week 12 exams","find_lecture_materials","[('Dr. Johnson', 'professor'), ('MATH202', 'course'), ('12', 'week'), ('exams', 'content_type')]"
"Week 2 lecture notes Prof. Lee","find_lecture_materials","[('Prof. Lee', 'professor'), ('2', 'week'), ('lecture notes', 'content_type')]"
"Week 8 solutions Dr. Amoako","find_lecture_materials","[('Dr. Amoako', 'professor'), ('8', 'week'), ('solutions', 'content_type')]"
"MATH202 exams week 2","find_lecture_materials","[('MATH202', 'course'), ('2', 'week'), ('exams', 'content_type')]"
"Prof. Smith CS101 solutions","find_general_materials","[('Prof. Smith', 'professor'), ('CS101', 'course'), ('solutions', 'content_type')]"
"Prof. Smith assignments 2023","find_general_materials","[('Prof. Smith', 'professor'), ('assignments', 'content_type')]"
"October 2021 exams","find_general_materials","[('exams', 'content_type')]"
"Dr. Johnson lecture notes 2023","find_general_materials","[('Dr. Johnson', 'professor'), ('lecture notes', 'content_type')]"
"lecture notes for CS101","find_general_materials","[('CS101', 'course'), ('lecture notes', 'content_type')]"
"Dr. Johnson BIO205 solutions","find_general_materials","[('Dr. Johnson', 'professor'), ('BIO205', 'course'), ('solutions', 'content_type')]"
"BIO205 exams week 6","find_lecture_materials","[('BIO205', 'course'), ('6', 'week'), ('exams', 'content_type')]"
"Week 1 lecture notes Dr. Garcia","find_lecture_materials","[('Dr. Garcia', 'professor'), ('1', 'week'), ('lecture notes', 'content_type')]"
"Week 4 readings Dr. Amoako","find_lecture_materials","[('Dr. Amoako', 'professor'), ('4', 'week'), ('readings', 'content_type')]"
"Week 10 readings Prof. Lee","find_lecture_materials","[('Prof. Lee', 'professor'), ('10', 'week'), ('readings', 'content_type')]"
"January 2023 slides","find_general_materials","[('slides', 'content_type')]"
"Dr. Johnson CS101 solutions","find_general_materials","[('Dr. Johnson', 'professor'), ('CS101', 'course'), ('solutions', 'content_type')]"
"Dr. Amoako readings 2023","find_general_materials","[('Dr. Amoako', 'professor'), ('readings', 'content_type')]"
"Prof. Lee MATH202 assignments","find_assignments","[('Prof. Lee', 'professor'), ('MATH202', 'course'), ('assignments', 'content_type')]"
"Week 3 slides Dr. Amoako","find_lecture_materials","[('Dr. Amoako', 'professor'), ('3', 'week'), ('slides', 'content_type')]"
"Week 9 slides Dr. Garcia","find_lecture_materials","[('Dr. Garcia', 'professor'), ('9', 'week'), ('slides', 'content_type')]"
"CS101 exams week 5","find_lecture_materials","[('CS101', 'course'), ('5', 'week'), ('exams', 'content_type')]"
"September 2023 exams","find_general_materials","[('exams', 'content_type')]"
"lecture notes for PHYS301","find_general_materials","[('PHYS301', 'course'), ('lecture notes', 'content_type')]"
"Week 5 readings Dr. Johnson","find_lecture_materials","[('Dr. Johnson', 'professor'), ('5', 'week'), ('readings', 'content_type')]"
"Week 3 slides Dr. Johnson","find_lecture_materials","[('Dr. Johnson', 'professor'), ('3', 'week'), ('slides', 'content_type')]"
"Dr. Johnson BIO205 slides","find_general_materials","[('Dr. Johnson', 'professor'), ('BIO205', 'course'), ('slides', 'content_type')]"
"slides for PHYS301","find_general_materials","[('PHYS301', 'course'), ('slides', 'content_type')]"
